heart_rate,body_temp,accelerometer_x,accelerometer_y,accelerometer_z,target
107,40.603115632579794,-7926.6419754721965,-10097.072568755326,14050.60216780338,1
71,39.251592636621744,10323.28811158616,4055.1665949314847,-276.7248083399554,1
138,38.62193692234064,-1886.5095711775066,-4634.256314520997,12276.937722386949,1
98,31.352736751584217,20146.357030097024,15241.807900976804,-9607.979612029725,1
140,30.221538636070857,8434.02270708662,-13485.731397076615,13046.99968827777,1
108,36.6923618590176,14786.819727202634,-731.708296482233,-5707.333628267297,0
91,40.08188785865862,-9361.636454035306,-2192.9058630817563,9708.759546110548,1
141,35.23791760918109,16170.50687954179,-13323.532917883964,5802.354419434872,1
109,35.4309649631087,18296.5016679688,-9647.106034982142,18520.06510240906,1
129,31.639728217583695,3047.1671586627563,477.4936221522348,-443.71187086400823,1
64,38.00340813149518,7218.85282128421,3250.260455660631,-11684.218390794584,1
111,30.431568731247804,12768.34303160484,150.14115392041822,-13329.558005706149,0
111,32.20783007325517,-7880.64804588556,4582.818744423283,14940.049634046358,0
96,33.53067370201342,3589.8126762204847,6829.608621698855,4365.747318150126,0
111,34.59893492289792,-46.79402796904105,-13652.666260525753,13133.541814223223,0
100,31.151326521396044,-8876.91027432128,2243.3305808726363,-5795.103999596986,0
104,29.492878721609646,-1136.2952197964005,19722.47343106559,-1922.068907036819,1
113,35.93806055174122,-11613.969171507724,4166.129804534205,-12946.364472603836,0
52,31.752197192123326,-13096.583256767955,9713.97936106336,19652.231360093923,1
100,35.55609687849396,-9269.179879581203,-3084.764972909088,9375.376734528469,0
56,30.00671529856463,19709.028905621082,13089.698235346688,18662.178071575716,1
70,34.254821324112626,5233.533756325593,13052.251865664028,-4707.625739982468,0
122,34.923662623170614,19803.7756403627,4245.361667894864,7401.22639289813,1
88,28.67370597869155,1137.42574155462,20160.483814772473,9747.498890242325,1
67,32.375855616520965,-3086.435342015915,-9605.74248330713,-2885.760490984405,0
53,29.747390800206666,3714.9651994085434,-13406.831728864665,15683.823225547054,0
138,28.823874616145982,1382.9091021518543,12955.53741149836,19150.651201508677,1
109,40.869483021069286,-10301.736050838963,14250.443807770887,16969.929119360153,1
63,32.1905999846714,8428.921014157218,-9792.746980779832,11867.34415787804,0
58,38.52836779611025,-6438.663612164014,-4704.600846448788,-4288.73620962661,1
139,31.31032851192893,7685.578421424034,-13385.667282167988,-4143.438526302889,1
102,36.859535388911084,8757.038233935367,-3734.1986226802364,19717.61121561133,1
51,37.882962178565926,-8679.130140497316,13059.965587153503,-13640.042642250779,0
133,35.74330362790197,-11852.763051126614,4128.618469940262,11061.749063475057,1
141,34.130490451152056,13326.655512395395,-1816.6542391099174,10718.615689434177,1
109,33.35393188391449,2093.014831926206,-989.1246782784401,7794.1339332429125,0
120,32.53528746505894,-11964.267157308348,-13952.623099958615,20653.8096130403,1
93,40.083878875221735,20820.321100941852,-3506.9815352167443,-3084.2197482696174,1
57,38.798052301240475,-11977.680365127168,8626.055957327568,-2100.984767236314,1
96,40.54534983866466,10326.23301004936,20096.8055335725,-11237.120896870556,1
84,29.615863905312082,20428.762384219473,15647.128944436481,1497.9347790308111,1
127,37.501277177647374,-5628.696352442603,-13174.17623740648,-4863.301581780317,1
130,40.198425938673495,-9021.272095948134,17449.621163619377,-1981.4654237824525,1
85,30.356029860153583,-9751.527120214989,13411.944465451907,15210.01265894697,0
99,28.864451475768107,-3385.3698351341554,13313.164324984315,18741.95797346235,1
53,37.634568440770764,-10463.396614627367,2029.8515651250018,-7499.342479818503,0
51,35.46815047133885,10225.646959294616,-69.8147465924012,-962.1873956286945,0
55,38.943774097857535,-11819.787065447807,-3397.9494908382585,18502.069674038794,1
103,29.817040896141762,3829.7744852426404,-11700.679936597198,-11836.703875877207,0
53,38.33847505417857,20884.389884854187,-6011.7622777205315,-10767.381516101752,1
103,30.621155160620678,14488.959432710657,-5368.872775769138,-8302.315377781972,0
142,30.127527257254158,7532.680338085382,2942.6974398570565,6832.449194440618,1
112,30.135455373102907,-3281.1232724685924,12160.554230884289,-8733.47051479009,0
67,38.589471363007966,7836.354270207346,2583.3439939281307,19882.673350775673,1
139,36.6475638690506,4446.4512369078075,-11975.444269349378,1635.0084540482112,1
93,34.79985052199855,912.9184361630014,19522.643034587134,3553.128612255823,1
83,32.664796293605534,-9425.136814093017,18995.351168293928,-5366.948446810773,1
123,39.403607030570406,17031.147533416337,13481.634010194295,2483.608835215673,1
111,33.10178639649426,1742.4627087462886,20696.476554747722,9166.977142295404,1
149,38.6157927131305,-7188.212086273223,5056.881648009203,12291.199793391497,1
63,33.70875381141284,-1128.4227192948638,19696.892258862215,12385.382894846956,1
144,32.9002775825238,494.5413385124466,-11353.823578413723,6226.1889442930915,1
97,34.01483721370489,14963.8263448406,-1201.173810852004,17652.592124785002,0
64,31.917912364133848,11676.503319649073,-6111.655619763196,14609.274655713827,0
121,37.71892194229126,12925.671277446894,-7145.842055300549,12496.68401445189,1
127,34.53536507120223,-13613.905744997348,-9071.896788756338,-12053.806741183878,1
136,31.018765036908626,565.3899362916527,7784.477454809883,-13759.271322312274,1
111,39.69446945256939,2847.045307236327,13346.264951155677,-6564.345298158446,1
89,32.99058587785175,-13328.270311193017,6240.4439797126215,9223.325786970829,0
134,35.066187194481856,-4906.537693923803,-8856.30516441266,391.91211088910313,1
129,39.78413744253911,12610.143809274727,14389.331947671482,84.21907547591036,1
131,36.1150939468819,-9201.160299485033,8258.414750730495,16960.54108803648,1
102,29.519674529208732,4735.854600840707,-414.20028555515637,17344.699684614356,0
73,40.217817606975174,-6467.9344793966875,9594.560343762205,17821.1342418755,1
75,36.160204689928435,-13575.772887463736,-4903.325726500851,-3014.2673219740445,0
138,32.35377299054212,-5557.948984016048,-1918.2727027026322,10186.953445874162,1
109,29.810536944624033,20155.581421851886,18112.00450961966,-4492.838655397063,1
90,38.32232746051385,14053.798915904637,-3832.3423015002863,-7328.655842394258,1
78,36.060945827070675,19585.18255123617,2449.589385527779,-7537.863992842077,1
64,34.93499419569218,3074.8915374226854,17154.939808860512,-2026.2332697742095,0
94,39.62060357966245,-10159.233046287378,10770.247259363463,1048.5166922937606,1
114,38.2517637459189,5178.582114079254,-11822.887084235404,15083.220986927394,1
138,29.971773436525766,1903.2067095986313,-8844.393450236039,-9803.811728455075,1
120,32.05238688134213,15552.497895886558,-13725.54432298291,11722.404658821295,0
58,31.230358817588055,-10567.10967255144,8082.262658020718,4600.921996625686,0
137,37.6713018034448,3088.439795762235,1668.5698893646422,-3921.9130063402627,1
50,28.43592165156513,-8748.296735710552,-9300.380218420356,3248.6854586488626,0
57,35.408565903327116,-2636.3425588479004,19527.694236986965,-3502.0275578042074,1
137,37.91196291462897,11807.497708572988,4538.090338096696,6862.868433340711,1
112,39.397953277902744,2660.63452790683,-5533.734706048879,1184.5372999335468,1
60,32.447062733306794,-843.9100198980741,3521.1249904147626,-8245.806482239244,0
130,38.67634496073617,-193.33025004876436,9786.711645728774,-9919.592390550615,1
57,29.438212580417694,2080.6368942095323,-11331.627370925244,5134.348872524555,0
84,39.00387979254874,13475.579034296992,-4385.36647332378,17584.45616501362,1
84,29.657352610315773,17222.964112908205,14243.792180939778,-1961.480970481005,0
82,33.16473477728478,19436.714027637492,2088.2704640931443,11655.003752791814,1
54,38.3648397551342,13541.618518935327,5130.1999711303215,9053.147422891845,1
90,29.948926555534058,-2960.758648819554,1148.5600773314236,18604.422000831837,1
77,30.98026813802434,10084.714713028974,-12463.50200749482,14734.335605469929,0
56,37.38928338910986,1316.109341938718,-8198.757706294542,5831.184061691205,0
122,37.36047497509897,-5086.528228388208,1593.9573559661821,8996.067438193757,1
121,36.33491922750886,15430.505279907291,-6678.508710722526,17443.526330441222,1
61,37.0213297780723,-12655.077786318625,-12250.733996911244,-16.842539457282328,0
83,35.05541776351875,17561.669724739822,15527.73824181383,-2562.1852949777913,0
82,31.273387765790385,2151.7112618656956,20341.738520744053,-13621.612072768128,1
97,32.49404791555095,8302.051688289816,13760.00058988588,14929.287596701248,0
72,30.360770318418535,9077.387277202393,15882.472259663347,14034.324514117772,0
111,39.80985729733717,17329.120924728773,-5530.800438903412,-10344.091866494702,1
137,35.584093331959565,8283.438875852255,19621.94414296199,6190.008339644508,1
86,33.21106841792732,7487.6754666021625,-7107.600344130006,2239.359435841059,0
148,34.006075447373725,-11667.17858037585,19300.04336266413,-9845.1816571811,1
93,40.3146834149536,4144.2807680821425,20818.675288808285,20319.887947125324,1
135,29.993568240509042,-8744.084971403543,10910.298201111706,-6485.643938782559,1
140,35.62098781621837,11810.181905251997,20340.030612713766,-11646.80369683036,1
84,34.576552825498055,3927.7672284436085,5933.892284848629,6819.658282566834,0
114,35.94890506065042,9807.972272292365,-4916.037588836838,11860.333699656145,0
148,28.235432389670926,-12541.44847891655,1294.8559982967308,-12864.479388348456,1
96,39.337610816273965,-11032.279438396887,6774.632738257507,9055.117355445775,1
127,40.11753767228696,11071.318582193879,-11442.145329054476,4630.2156583009055,1
52,35.34673138665971,-11477.048240046432,7782.014261603614,-10385.724689373306,0
50,37.0564607103996,-11506.01452821595,20341.224286680306,-7961.664306877327,1
54,39.99249195530484,-13576.20336677894,-7346.232257569533,5879.100406062818,1
139,37.19410224607418,19477.548940481807,13740.829070093416,-3627.4835270349067,1
63,29.983007557885397,11812.792581065241,17776.457782286678,18841.05050279606,1
76,35.49174868216857,-1636.2007024277536,19029.55574870773,14655.908031941777,1
58,35.887295602977126,-3621.254654932067,19604.746154190652,20424.852227978205,1
128,33.51369872693102,-1760.3869588952657,4251.087355251519,-4911.520636735511,1
64,37.573775063121396,13112.873591341366,20205.77677970263,19940.327147929194,1
139,40.14677119199719,9147.971387464502,12505.857249705361,1093.1854427045255,1
91,40.03239066778809,-7518.1551246386225,-8341.499731706333,-1836.842164018588,1
126,33.86091182825372,-7906.173263307048,2691.503726378949,-12237.766556072636,1
100,29.472094595929818,-10556.152260031095,11141.59113802014,-12153.215974913908,0
112,40.80293558651035,9110.595189546835,-5343.088946332084,10220.393958132914,1
145,38.905675123797145,12753.04317776076,8421.531424211058,2027.5148051909764,1
101,29.62061485564247,-4723.375008624858,9331.016766631674,-6071.743088736301,0
145,39.97094447402584,-13266.926363918052,-8305.508966700194,7488.960721383144,1
53,39.30865270680766,-11123.991638325042,5777.985935846471,-5149.965861246108,1
143,34.744894742638934,19875.101219576063,13006.941884251268,6217.11140205479,1
72,35.68658066468408,-3659.432788290291,3461.3482587579674,-1427.6938556058376,0
64,33.187035150311694,12922.810174334678,-13576.39091283624,14824.327931413667,0
92,28.711901304686407,7863.224909899232,-13683.653582224773,14724.365626837276,0
78,32.357564141396715,-632.1126121486432,-1503.9729610495742,2707.263934284045,0
85,38.43709483177415,-6800.945823155571,18416.79239511237,-1721.331173274455,1
62,28.06021629905984,-9751.475364420774,-5996.312713873693,-1310.4071204316915,0
81,32.33548923198487,7525.453881360332,8202.729110509052,14200.008398387625,0
120,33.17619301668226,13112.18232232258,-6227.34452573378,-2513.7181020835797,0
108,34.986142838193,8536.648873939575,-2741.550361915799,-6682.921920260389,0
135,39.958123013365885,4560.574663720541,15681.47313605194,-11035.90803436426,1
77,32.5024979267575,-12531.70717989273,11510.15047944814,2334.2592309542943,0
115,32.51039162465096,19897.10721580343,-10661.025294037629,2874.623462194464,1
91,37.587516225426725,13954.996707910112,1004.5707345251758,15431.804864101752,0
94,33.87883323156749,-3751.2287154662336,-12979.058272415743,-6256.645624387761,0
111,30.919862698219767,20298.961527559775,2831.1551311053154,-665.3054216060027,1
106,33.88171370972501,7065.855637271274,9185.190409537383,14294.200861279183,0
55,29.831141264937397,6384.793037253628,-9852.408174064694,14826.826376214074,0
77,30.293030824580903,12182.561280033624,-3889.027138179201,-538.6123407431132,0
77,34.47878104561324,14411.942583154814,-75.71810742450725,2069.340815033831,0
93,33.44603084355912,8976.751256602594,18183.58586296174,-3384.993820275098,1
133,39.8929967138853,-9516.648877182999,20763.925539803742,18639.42074467592,1
79,32.71112068851623,-2160.637290192557,-12428.104535153445,-9847.468199044688,0
111,35.547648553614565,18482.92741141174,12635.277322338723,18681.22980505145,1
124,36.21943574295389,-6138.453585465182,-989.6576759179861,9935.325814237014,1
141,28.170227935648338,-974.154165687034,-263.96348196819963,4605.025344035592,1
138,36.62598583621724,1122.6909030468596,12399.274067145794,-12856.932872542644,1
111,30.314467569306768,1379.1746393058256,18144.925125089303,2645.8667137702905,1
146,40.49391412710292,7452.885387308394,19282.500807589196,271.18367509562995,1
50,29.93261546079047,19007.654321064765,6199.290511341227,-8357.34158087071,1
76,33.39011360845131,-5575.755085862327,-1500.7594244824013,8974.336122522993,0
111,29.10954568502237,-9747.451829467867,13564.218005057275,19990.28175789,1
126,40.959365273997314,-7088.532854902194,-5214.951585819492,5676.60838725838,1
52,34.52853513430615,17042.37150732443,5742.59100917312,11016.364675538105,0
119,35.74000522516057,8603.378442932211,-1449.753846629439,-11604.234160189413,0
121,28.871994206049557,-3993.2623766293946,8982.087579775663,618.3448535948155,1
76,37.74948611518931,14558.142863901605,-5586.038048727258,-9927.453019242645,0
58,30.728772710242616,16147.949872720263,-7294.246899281098,7447.854243777863,0
111,39.674705762729275,15628.001854159731,18138.368033640298,18846.875537495413,1
86,30.666815326266093,18162.428677384407,-10436.871096766208,9162.220636507347,1
146,30.478940368627665,-5171.564293932344,3708.5267707226085,-11311.893308995246,1
100,28.475145682025232,12426.467506119741,-6270.152596294688,-1586.6828255221008,0
93,34.13687028642999,2118.8824045949004,-12637.45128360164,5273.218280429803,0
73,35.342934732414015,15469.949351152154,-12739.341359800077,112.27146466382692,0
128,28.85421231256858,11497.173700656462,-7867.237976296043,15177.54036663103,1
108,38.081859017035136,13175.66062749036,16336.962407710009,14513.485164849622,1
81,33.89275485172436,8965.664318837502,-4113.243960804068,7414.085703612749,0
145,34.81707350125854,-7789.993068560259,19266.070970135348,-928.9719203553159,1
137,33.72991571019696,5075.9421613928425,6356.780254621775,-5063.226918286455,1
101,33.209919791379235,20463.440883357784,1281.4966419068132,-10294.398862540475,1
111,35.275324307006834,18808.582327399163,6303.109213430911,-1578.581077970608,1
107,30.018123197099264,-12488.919247104592,4084.4434829193706,461.038102270184,0
101,30.365065696438524,-8231.4814494697,12557.168881506379,9653.802378642577,0
61,39.203213073175725,-9389.492929090333,-4112.6376909501705,9035.593850415073,1
88,40.29950100773723,11409.296849485341,-1643.2362939894174,-11546.215112556007,1
51,32.85302111163679,14622.486544993077,17293.300588663777,-165.92395990947807,0
52,31.5196807508662,-6527.102179126483,19125.977960264194,-7637.739647392333,1
105,36.371994062107206,3704.844253314015,17239.537962026607,-8511.555313911802,0
130,33.313544224275255,15424.605980392,680.679788505975,14955.575240803606,1
108,28.330022623584483,11648.054066818771,13312.792605240858,-12532.967414930987,0
51,30.029983765760473,4978.302192214691,2671.750665538457,671.4006565742475,0
51,37.30763897501617,6662.1691660570505,3413.894825113577,-8112.872048171864,0
141,36.56601124483197,3792.619142069798,-6836.1961829950615,16776.55754874659,1
103,28.352247902545287,-3585.8042038412805,6689.560614048078,5496.417964626231,0
136,30.885638105128344,5775.769750065563,-7485.243578632822,-5901.677726810319,1
145,31.00397235564493,10110.985571753175,-2395.2355326482175,3584.955050823173,1
146,36.734605666783466,16566.302055128268,15926.05705669773,11602.022589609052,1
50,28.256236990806734,8270.197389273682,-6752.346677620068,19534.130312180183,1
68,29.353411565799462,12639.25379651053,-11509.46001892985,-6284.3898514103375,0
51,38.39890910985146,-8397.492776589945,-11584.734258551429,17016.36202452708,1
102,30.32108060670634,2154.511604692647,18927.45821760878,18700.64399586216,1
93,36.485699402074374,-13673.393306051734,3742.2153286642097,18074.71905862232,1
139,31.096376153607444,-5366.239741743195,329.42251359564216,8239.502490166844,1
81,29.292738105871486,11426.160028955168,14380.750335277145,8043.72290521477,0
119,31.161238482992903,20713.34829722772,15253.907476868062,112.37216143379737,1
81,37.38947011412357,-10528.766514447443,-2373.3138409538387,12333.925880632578,0
117,39.124054085381715,52.30105514508978,10276.632011582835,4595.290642282616,1
104,38.79285823937089,14002.483904470584,12989.298554816029,9710.332492990306,1
124,33.163385885039915,-6858.75278798854,8912.774040308406,996.0266347078414,1
105,36.685106775418404,5427.973225580019,-8694.172381996523,11602.376241509868,0
66,30.664795840405674,11657.495361038618,16655.907923096995,14856.503116159216,0
87,31.810920493393173,7559.490759106266,4868.309345760306,-8874.731018901435,0
73,39.652365640774555,-7419.1342884604355,-4113.46507704987,15152.54004509798,1
118,28.16902500563957,-1561.5400959991202,882.9864903192865,4910.378612660752,0
147,29.111610901108087,13432.712456988902,-12685.011836038242,15563.306818157853,1
119,30.702521316898356,5397.9279946205825,-9524.661957215387,1095.5597219355113,0
135,28.344918650359656,-13816.963525998055,12794.136268055128,-733.5830115937733,1
60,30.358660656167366,12634.676600983286,-13999.592783562184,18027.125638102785,1
65,35.579540292606,-12764.102577091633,579.8039968802259,-5209.075635805955,0
146,33.47851915770247,12100.682395593125,4287.856337995596,15547.431385015007,1
122,39.60473224400067,-6913.180394216691,-12087.79529996597,2940.7200378291454,1
108,38.626766302599734,19532.571804178304,20057.73570403165,3993.340489294089,1
119,32.443625572072385,-1122.0737044270427,-6085.613406261482,-3203.6101478680594,0
129,31.372504634606802,-2557.393428167232,-3353.0448127301697,6056.477021665549,1
142,32.93600130617447,-8788.918238364437,-3362.012071074043,-2617.6081303326046,1
52,35.6738342526925,-3303.8524578424785,-5935.416825892754,-12625.57050154217,0
69,31.484827330697392,16682.77666398702,-13948.416226979101,-4480.048812947538,0
108,36.11393580203874,20871.701816953653,11527.067793079874,-13776.733480769326,1
85,33.32235147848613,-1109.1664322603083,19839.59249297499,20242.417546989986,1
68,35.176613351075744,1701.372083408989,-6149.728085023423,19801.15234369116,1
139,33.669644878759115,11272.482837095795,9206.651713119783,-169.564588469324,1
116,31.82805487404493,17016.852316277607,11966.371443555028,11492.979901887611,0
68,40.329892990508036,6756.5516965374445,15694.888268168364,-1896.7865556351262,1
69,37.92687532407689,-296.60056377597357,792.0218954763186,9488.260498009164,0
145,29.821471284963884,441.7644297018305,-3397.418302584976,14190.051506609267,1
120,39.290083686672865,10346.63512738824,-2614.6703091939107,19136.468564228424,1
101,34.336605577243674,-13887.360773850247,10941.746658447948,7.429654738520185,0
82,39.62917894962319,7685.626811094426,14587.281327697263,13415.429403461669,1
89,38.398118327315096,-1557.7446345524913,-7643.511128518907,-4692.504227875843,1
88,33.52777555810003,13796.90659469795,-1017.0647144782179,20661.63063277769,1
131,28.292101008161527,-10745.327606190374,17567.90688622025,-13098.06404324771,1
50,31.492805672004298,6587.079343193669,14234.273189315874,7123.508227539234,0
60,35.04124479059127,2834.0511460143316,20470.04409668665,9082.709357796448,1
141,36.235216857739914,8481.39340668296,12398.689088872827,10081.59449759451,1
106,31.35253991063163,-11730.124193096108,-238.1679640227212,-9786.434742381884,0
138,29.811628962946713,6299.432559984594,6672.324189812323,18848.542421559563,1
99,38.85409307839089,5651.96057858333,9135.49889865621,-7658.585233247102,1
72,40.79722834914618,5623.103304565982,-11254.046428900661,7796.369113394438,1
80,34.83397236993491,7122.068330875918,5057.393568635278,-6206.337230692026,0
143,30.231830716027947,9676.377802922678,10826.228996541337,-3247.4254042555185,1
91,31.539995244751797,14174.614988826943,-8143.754359962887,5126.048960484353,0
148,28.239078795117067,-4556.274795512498,13322.1101098945,601.7696497601773,1
56,39.88588448528649,14876.72935630217,6432.047317993907,-8392.10396582228,1
65,29.530764077571835,3438.948879220876,19327.76249941581,-8017.22591527031,1
139,35.494714181685296,-11302.96023029841,-12515.21956275879,635.0675856979869,1
109,31.562717868933678,-11950.717476460728,-4713.585185558657,12504.904239642525,0
51,35.20431403270531,-2301.658845637872,7054.3857754938435,17428.762639672597,0
50,36.46846504857423,13471.394198901366,-3620.4030727924255,-11055.5318209216,0
97,38.78664344819362,10768.83271593205,11004.845742493479,-241.36323542096216,1
61,30.68347653288784,13601.523763534224,12565.184888267584,-10491.405269699319,0
118,28.142945772560246,4104.416975456326,-10411.941257673394,-13419.263177859075,0
86,29.779513190894495,1406.9649284421703,3984.9062472368714,9160.153892538481,0
81,39.70024234402537,-8839.161565280061,3811.1694456869554,7085.730468830574,1
58,39.3605710083127,-2513.253623674096,-1075.1730424560628,-8294.331016478984,1
148,35.76637032821401,1190.6778160856338,18652.370189938523,-5816.550841742756,1
68,35.80671918563749,-10898.984961213397,14962.721195562743,-13170.228622441857,0
97,36.64547676910132,-6278.581655107606,10402.328366837286,15223.152199304131,0
129,30.279826622104846,6937.885292230858,11001.432250724913,20114.1708616993,1
52,39.88735529702448,11748.208998371643,2160.0650334591683,-9258.91621218582,1
69,33.444016823596954,20942.16289875324,18234.808238380156,-5898.367518214566,1
73,32.98080086724347,18658.96659702452,10310.83995386499,16394.333338142693,1
103,34.745930168676885,8489.781983731704,11514.337157953574,18426.23292846647,1
82,28.610557568075716,743.6818652925194,16159.181632557084,686.958398238361,0
73,30.16168379382903,8266.207764788145,-4407.494373023315,-12228.213470582406,0
124,37.594437013542816,13497.806632808119,14247.481635334603,-12621.28582075132,1
121,29.076382683026644,-9858.233317681443,-7166.578896522778,6088.245312415365,1
85,35.840977423063045,346.671139370088,-1913.0316714289256,-248.6711887387337,0
87,31.189538425857172,15393.079997246601,-2253.634100555506,-12997.165034782092,0
133,33.060842982545694,-565.8466823434592,20248.391393619917,6413.833730939488,1
148,31.7530185780191,6015.529492951529,15978.80283117744,-13604.411219384214,1
138,32.62374531404434,6571.927630176939,10540.94515565909,13558.018535224553,1
148,37.34759676739519,-7543.331140322623,11446.986656538655,-3274.851205381994,1
74,31.862582303101277,-1321.7595421699061,5672.547804089987,-12590.969894676877,0
142,35.36326032385966,-2292.1048940323744,19148.17334879817,6592.327734410366,1
67,34.188655228588296,-13083.115201377732,3369.0563508826526,-81.04549484308518,0
131,36.62772514971442,-13153.288263802566,-681.8801545536917,20083.01446750023,1
115,40.17878661122185,15109.396528652072,-8293.763207394315,5046.953187629577,1
103,37.52343726373326,-4442.521650951565,13517.197829137029,-4366.628663704711,0
84,30.794224921679838,4132.756818358539,11705.537622645701,10830.360262189115,0
129,28.4053807557967,-3544.604924392943,-547.5736516552788,-4497.779911005104,1
110,31.409432575897725,18923.77357903692,-13118.230511426973,17648.515199264777,1
90,35.73601309910331,-4924.61343969792,15364.906470130376,-884.7310322418252,0
149,28.668535575295255,1037.9884458627275,-13600.370579107423,5245.399697167184,1
82,34.45276121361607,16545.558766961065,10629.492287016783,-12229.94136615199,0
117,35.75895703591956,15467.6748377133,19958.998840411994,914.243328328077,1
82,32.34517058062049,-7486.450375380294,1318.1464851871206,15132.723888134824,0
63,38.021858648695684,14092.515842849865,-5775.930825141653,14197.70818771697,1
70,29.385777290739032,2036.5410358262434,10670.48535151836,-6148.850440126581,0
97,28.976791162565515,2903.910522987433,14599.48497054548,-6087.2325146303065,0
69,37.46645383064684,-9328.200965441967,5125.061062724657,14605.685927463288,0
57,34.44138711068058,-11178.947018500638,19846.23463396512,18563.94470592639,1
56,36.94923115356057,11477.875744081783,-12191.594741971361,-10662.367755444877,0
116,33.6527554018487,3376.1403324354906,3667.8459406584843,1752.0523799178845,0
66,31.203226432108387,1289.7745915312844,11145.888156289253,-2189.1002362519866,0
82,38.648330129764595,11532.788002833884,16192.416490221265,16474.095941010375,1
97,38.39240642659673,12792.951464688842,-7726.053583227348,-11076.627986199343,1
125,37.031054121107545,-8438.214131572626,14000.12186172885,-6610.592010468691,1
108,31.537886783989514,7357.880231717445,5344.7476501490855,12336.391815527302,0
135,35.67299866929813,-9262.607120281005,-120.62113035128823,-12204.715285657454,1
71,32.69266066022035,12298.128011016597,-9389.973999731727,3238.7383250001258,0
79,29.190566953246243,8993.430469349882,16285.351561811935,1473.7462137902003,0
87,39.92507648100916,19481.511737921028,-8495.437713709962,-2295.958735393797,1
100,29.778642201946496,-11586.469427525259,-3157.4249276815262,-189.96896383766762,0
103,40.353085599670436,-12003.084759706098,-3848.4063813147095,4547.920542558153,1
57,33.79807504845343,-4123.452385737995,16499.4911966799,-8352.142456406591,0
76,30.406728074902055,-4840.301069243291,9544.60479731143,6019.855739925748,0
76,35.04471231591866,-5355.742032480006,13883.848901698031,14190.13152549952,0
147,39.34829586639331,17718.910318236285,-5233.623542262536,12605.632542655567,1
70,37.5189235233243,-5265.883005267286,7870.593486244961,-8613.50333571792,0
79,38.48529492219885,-4481.759585497915,6011.109410031204,-8776.268559048414,1
146,36.56418376723933,12578.939184628729,15149.063187589487,-4613.897128928034,1
77,36.99959533873208,1740.8944857689003,17713.047116844118,-1362.3845780636984,0
113,39.03954347034915,13184.869493431343,-13574.512998291462,295.94534929689144,1
146,31.245684115169418,-11712.184485246516,9590.697167057744,9789.402589167086,1
118,34.362524527360826,3064.991778568452,-12185.747030809485,-12016.18487419576,0
110,30.87572274365483,-12823.523993585108,5210.053277707459,-12786.455352087676,0
97,40.839684103956415,-11807.137879062591,-3932.854483471263,-283.13029696318335,1
68,40.27277141592597,17725.310867054384,-3262.8190167250577,10400.729224829316,1
53,28.512548547790576,-9126.412010884169,-1646.4523791675201,-7229.76299652311,0
84,37.17247724270395,4634.723879632598,7745.235716736355,8452.656843968809,0
113,40.028228126403654,388.3460910247286,-2308.251201593077,-4906.015172089519,1
98,30.347479486655335,-1842.9835809405067,11644.466770659816,17013.01380847307,0
66,35.38328799718418,17494.167099054535,158.4584950854387,17349.14804933158,0
93,39.90134786864454,-13236.181112857867,-11607.637989151448,-3594.9478501535723,1
141,28.441297721615385,9232.639016145618,13431.594486943752,-5950.218611286582,1
79,37.066463474208916,19718.805197474263,-3998.45863925529,395.63902231809334,1
142,31.86553709584316,5605.886421164469,1146.8407859741928,-5581.394518694795,1
